Mass [Msun]          H-1               He-4            C-12             N-14              O-16             Si-28            Ni-56            
   1.729267E+00     2.082129E-15     1.408645E-14     1.037021E-04     2.219216E-10     5.589456E-01     1.734976E-01     4.443648E-10  
   1.729921E+00     1.860191E-15     1.324831E-14     1.037005E-04     2.260860E-10     5.633406E-01     1.713611E-01     3.662019E-10  
   1.730591E+00     1.648151E-15     1.240147E-14     1.036568E-04     2.306094E-10     5.679008E-01     1.691332E-01     2.971970E-10  
   1.731673E+00     1.326325E-15     1.100744E-14     1.034086E-04     2.388926E-10     5.757388E-01     1.652765E-01     2.035299E-10  
   1.732768E+00     1.174066E-15     1.029960E-14     1.037731E-04     2.436490E-10     5.800665E-01     1.631124E-01     1.639617E-10  
   1.733506E+00     1.050783E-15     9.691809E-15     1.037972E-04     2.480206E-10     5.838609E-01     1.611937E-01     1.344776E-10  
   1.734410E+00     9.102509E-16     8.953896E-15     1.037245E-04     2.537577E-10     5.886562E-01     1.587290E-01     1.037196E-10  
   1.735277E+00     8.282708E-16     8.503392E-15     1.039382E-04     2.575335E-10     5.917879E-01     1.570846E-01     8.727253E-11  
   1.736354E+00     7.022779E-16     7.758998E-15     1.037403E-04     2.641942E-10     5.971265E-01     1.541989E-01     6.424700E-11  
   1.737406E+00     6.579304E-16     7.496935E-15     1.043004E-04     2.668398E-10     5.992892E-01     1.529952E-01     5.681082E-11  
   1.738157E+00     6.013385E-16     7.137699E-15     1.042581E-04     2.704884E-10     6.021898E-01     1.513300E-01     4.784120E-11  
   1.739048E+00     5.509575E-16     6.808075E-15     1.043172E-04     2.740184E-10     6.050408E-01     1.496286E-01     4.035954E-11  
   1.739939E+00     5.088939E-16     6.523586E-15     1.043751E-04     2.771725E-10     6.076689E-01     1.479885E-01     3.447715E-11  
   1.740648E+00     4.859809E-16     6.368344E-15     1.045690E-04     2.789648E-10     6.092337E-01     1.469762E-01     3.141265E-11  
   1.741176E+00     4.667934E-16     6.233571E-15     1.046007E-04     2.805031E-10     6.106181E-01     1.460482E-01     2.891208E-11  
   1.741898E+00     4.402369E-16     6.041398E-15     1.045186E-04     2.826423E-10     6.126855E-01     1.446010E-01     2.554674E-11  
   1.742813E+00     4.138252E-16     5.821099E-15     1.045682E-04     2.845114E-10     6.147643E-01     1.430656E-01     2.261215E-11  
   1.743524E+00     4.017925E-16     5.738978E-15     1.047787E-04     2.854066E-10     6.159220E-01     1.421720E-01     2.116385E-11  
   1.744032E+00     3.917898E-16     5.667402E-15     1.048028E-04     2.861111E-10     6.169467E-01     1.413465E-01     1.996238E-11  
   1.744666E+00     3.795788E-16     5.578498E-15     1.047479E-04     2.868815E-10     6.183064E-01     1.402010E-01     1.849557E-11  
   1.745426E+00     3.686464E-16     5.501362E-15     1.047784E-04     2.874186E-10     6.196628E-01     1.389981E-01     1.717934E-11  
   1.746518E+00     3.543086E-16     5.398528E-15     1.046066E-04     2.876891E-10     6.217565E-01     1.369892E-01     1.540375E-11  
   1.747584E+00     3.479007E-16     5.363765E-15     1.049632E-04     2.874839E-10     6.228736E-01     1.358462E-01     1.459188E-11  
   1.748295E+00     3.429972E-16     5.333591E-15     1.049827E-04     2.870555E-10     6.238514E-01     1.347774E-01     1.393128E-11  
   1.748957E+00     3.393716E-16     5.313482E-15     1.050356E-04     2.864734E-10     6.246631E-01     1.338431E-01     1.342344E-11  
   1.749569E+00     3.364052E-16     5.297808E-15     1.050519E-04     2.857540E-10     6.254103E-01     1.329397E-01     1.298560E-11  
   1.750406E+00     3.326581E-16     5.278035E-15     1.049349E-04     2.843247E-10     6.265141E-01     1.315175E-01     1.238242E-11  
   1.751202E+00     3.307767E-16     5.275876E-15     1.052000E-04     2.833571E-10     6.271133E-01     1.307096E-01     1.207866E-11  
   1.751733E+00     3.292459E-16     5.270917E-15     1.052225E-04     2.823527E-10     6.276457E-01     1.299505E-01     1.181154E-11  
   1.752596E+00     3.266316E-16     5.260438E-15     1.050756E-04     2.800898E-10     6.286350E-01     1.284451E-01     1.132584E-11  
   1.753492E+00     3.250676E-16     5.262324E-15     1.054025E-04     2.786070E-10     6.291869E-01     1.275643E-01     1.106082E-11  
   1.754089E+00     3.236886E-16     5.259430E-15     1.054682E-04     2.771198E-10     6.296745E-01     1.267388E-01     1.081878E-11  
   1.754687E+00     3.222853E-16     5.256455E-15     1.055571E-04     2.755227E-10     6.301391E-01     1.259174E-01     1.058309E-11  
   1.755284E+00     3.208257E-16     5.252927E-15     1.056702E-04     2.738538E-10     6.305778E-01     1.251061E-01     1.035130E-11  
   1.756158E+00     3.181911E-16     5.241923E-15     1.057704E-04     2.708128E-10     6.312826E-01     1.237153E-01     9.949374E-12  
   1.757307E+00     3.149396E-16     5.231598E-15     1.062500E-04     2.672782E-10     6.319934E-01     1.222077E-01     9.502785E-12  
   1.758794E+00     3.096372E-16     5.212152E-15     1.072503E-04     2.618077E-10     6.329184E-01     1.200381E-01     8.825160E-12  
   1.760617E+00     3.038131E-16     5.210067E-15     1.096128E-04     2.557705E-10     6.337712E-01     1.178159E-01     8.088509E-12  
   1.762633E+00     2.982475E-16     5.252949E-15     1.144361E-04     2.487772E-10     6.346153E-01     1.153582E-01     7.233860E-12  
   1.764843E+00     2.956590E-16     5.406144E-15     1.233081E-04     2.419945E-10     6.353484E-01     1.130082E-01     6.399185E-12  
   1.766953E+00     2.973040E-16     5.703689E-15     1.361827E-04     2.363880E-10     6.359210E-01     1.110310E-01     5.702259E-12  
   1.768961E+00     3.037443E-16     6.218812E-15     1.543827E-04     2.317055E-10     6.364134E-01     1.092660E-01     5.109561E-12  
   1.771199E+00     3.156382E-16     7.195664E-15     1.837036E-04     2.273226E-10     6.369065E-01     1.073979E-01     4.509422E-12  
   1.773665E+00     3.328066E-16     8.838645E-15     2.247149E-04     2.240794E-10     6.373466E-01     1.057194E-01     4.024327E-12  
   1.776143E+00     3.533684E-16     1.135809E-14     2.775457E-04     2.217515E-10     6.377332E-01     1.042563E-01     3.652305E-12  
   1.778632E+00     3.760921E-16     1.504453E-14     3.426465E-04     2.198525E-10     6.380792E-01     1.029865E-01     3.372407E-12  
   1.781473E+00     4.042540E-16     2.150587E-14     4.381844E-04     2.174915E-10     6.384511E-01     1.016472E-01     3.106757E-12  
   1.784174E+00     4.257989E-16     2.847392E-14     5.249576E-04     2.151471E-10     6.387074E-01     1.007725E-01     2.939897E-12  
   1.787697E+00     4.577859E-16     4.584780E-14     7.064579E-04     2.098884E-10     6.391037E-01     9.940945E-02     2.639096E-12  
   1.791750E+00     4.739242E-16     6.636215E-14     8.814755E-04     2.049076E-10     6.393763E-01     9.851405E-02     2.394627E-12  
   1.794820E+00     4.765473E-16     8.805213E-14     1.043658E-03     2.011936E-10     6.395651E-01     9.786012E-02     2.175767E-12  
   1.798118E+00     4.655563E-16     1.201807E-13     1.257930E-03     1.981383E-10     6.397472E-01     9.716047E-02     1.904900E-12  
   1.802234E+00     4.346812E-16     1.696166E-13     1.545189E-03     1.975971E-10     6.399036E-01     9.641927E-02     1.593587E-12  
   1.806751E+00     3.915108E-16     2.368862E-13     1.871353E-03     2.018816E-10     6.399944E-01     9.574274E-02     1.312538E-12  
   1.810127E+00     3.678657E-16     2.833840E-13     2.061377E-03     2.065042E-10     6.400208E-01     9.541041E-02     1.183837E-12  
   1.811726E+00     3.579276E-16     3.058826E-13     2.145935E-03     2.090445E-10     6.400274E-01     9.527254E-02     1.132518E-12  
   1.812703E+00     3.480291E-16     3.261408E-13     2.223892E-03     2.119610E-10     6.400270E-01     9.514202E-02     1.083497E-12  
   1.814168E+00     3.303169E-16     3.631632E-13     2.362774E-03     2.182460E-10     6.400161E-01     9.491301E-02     9.987669E-13  
   1.815580E+00     3.217182E-16     3.855307E-13     2.436846E-03     2.217632E-10     6.400074E-01     9.480306E-02     9.584252E-13  
   1.817101E+00     3.031867E-16     4.283257E-13     2.586109E-03     2.308944E-10     6.399772E-01     9.456617E-02     8.738551E-13  
   1.820143E+00     2.698917E-16     5.172149E-13     2.873570E-03     2.531600E-10     6.398949E-01     9.411977E-02     7.247535E-13  
   1.823226E+00     2.485639E-16     5.873303E-13     3.072641E-03     2.717791E-10     6.398192E-01     9.382168E-02     6.320809E-13  
   1.826332E+00     2.176415E-16     6.948703E-13     3.374638E-03     3.068976E-10     6.396766E-01     9.333754E-02     5.006036E-13  
   1.829159E+00     2.039822E-16     7.611758E-13     3.530419E-03     3.254870E-10     6.395992E-01     9.310315E-02     4.447832E-13  
   1.830727E+00     1.922338E-16     8.146338E-13     3.659990E-03     3.432405E-10     6.395238E-01     9.289217E-02     3.984702E-13  
   1.832163E+00     1.809864E-16     8.650207E-13     3.780238E-03     3.613710E-10     6.394442E-01     9.268823E-02     3.566516E-13  
   1.833240E+00     1.751226E-16     8.947894E-13     3.845204E-03     3.712159E-10     6.393999E-01     9.258067E-02     3.358788E-13  
   1.833958E+00     1.696141E-16     9.196867E-13     3.902591E-03     3.807390E-10     6.393564E-01     9.247930E-02     3.170013E-13  
   1.835035E+00     1.597397E-16     9.623583E-13     4.002894E-03     3.984402E-10     6.392737E-01     9.229548E-02     2.846492E-13  
   1.836499E+00     1.487092E-16     1.015236E-12     4.120658E-03     4.193138E-10     6.391728E-01     9.208331E-02     2.505539E-13  
   1.837990E+00     1.378590E-16     1.068326E-12     4.236163E-03     4.406354E-10     6.390639E-01     9.187254E-02     2.195692E-13  
   1.839126E+00     1.319500E-16     1.101601E-12     4.302410E-03     4.525481E-10     6.390000E-01     9.175654E-02     2.037595E-13  
   1.839907E+00     1.264758E-16     1.129865E-12     4.360982E-03     4.637717E-10     6.389373E-01     9.164896E-02     1.897390E-13  
   1.841079E+00     1.167922E-16     1.180990E-12     4.463094E-03     4.840191E-10     6.388168E-01     9.145795E-02     1.664073E-13  
   1.842220E+00     1.118939E-16     1.216012E-12     4.523399E-03     4.945899E-10     6.387497E-01     9.135825E-02     1.552183E-13  
   1.842940E+00     1.072191E-16     1.244527E-12     4.576696E-03     5.047431E-10     6.386817E-01     9.126412E-02     1.449934E-13  
   1.843805E+00     1.011669E-16     1.281379E-12     4.646070E-03     5.180722E-10     6.385865E-01     9.114200E-02     1.323555E-13  
   1.844814E+00     9.502415E-17     1.321935E-12     4.719688E-03     5.318495E-10     6.384803E-01     9.101736E-02     1.201948E-13  
   1.845728E+00     9.005576E-17     1.357294E-12     4.781847E-03     5.431926E-10     6.383858E-01     9.091616E-02     1.108375E-13  
   1.846661E+00     8.433502E-17     1.394554E-12     4.848744E-03     5.560679E-10     6.382683E-01     9.080443E-02     1.007682E-13  
   1.847394E+00     8.219917E-17     1.416171E-12     4.880939E-03     5.611729E-10     6.382198E-01     9.075986E-02     9.706309E-14  
   1.847816E+00     7.997884E-17     1.435189E-12     4.913800E-03     5.667380E-10     6.381653E-01     9.071196E-02     9.318285E-14  
   1.848449E+00     7.601383E-17     1.464092E-12     4.965530E-03     5.762590E-10     6.380649E-01     9.063263E-02     8.667836E-14  
   1.849714E+00     6.846500E-17     1.515560E-12     5.057123E-03     5.940517E-10     6.378529E-01     9.049256E-02     7.527566E-14  
   1.850999E+00     6.421008E-17     1.558122E-12     5.122360E-03     6.050461E-10     6.377113E-01     9.040944E-02     6.906967E-14  
   1.851882E+00     6.041419E-17     1.591689E-12     5.177727E-03     6.150931E-10     6.375710E-01     9.033863E-02     6.378161E-14  
   1.852676E+00     5.744670E-17     1.621165E-12     5.224797E-03     6.234333E-10     6.374488E-01     9.028298E-02     5.975251E-14  
   1.853381E+00     5.471266E-17     1.648090E-12     5.268469E-03     6.314120E-10     6.373259E-01     9.023325E-02     5.615566E-14  
   1.854438E+00     5.004752E-17     1.688602E-12     5.337601E-03     6.453500E-10     6.370933E-01     9.015698E-02     5.035974E-14  
   1.855593E+00     4.686920E-17     1.728561E-12     5.397816E-03     6.564205E-10     6.369061E-01     9.010150E-02     4.645685E-14  
   1.856492E+00     4.408813E-17     1.763209E-12     5.452615E-03     6.671002E-10     6.367207E-01     9.005453E-02     4.312244E-14  
   1.857391E+00     4.148937E-17     1.797311E-12     5.506223E-03     6.780180E-10     6.365270E-01     9.001277E-02     4.009806E-14  
   1.858291E+00     3.908959E-17     1.833841E-12     5.563205E-03     6.896548E-10     6.363225E-01     8.997273E-02     3.731589E-14  
   1.859190E+00     3.684309E-17     1.868893E-12     5.617619E-03     7.015568E-10     6.361105E-01     8.993846E-02     3.480168E-14  
   1.860540E+00     3.308901E-17     1.915539E-12     5.695675E-03     7.228069E-10     6.357148E-01     8.989934E-02     3.091746E-14  
   1.862143E+00     3.014761E-17     1.967765E-12     5.773809E-03     7.440129E-10     6.353362E-01     8.986839E-02     2.791200E-14  
   1.863551E+00     2.762588E-17     2.013315E-12     5.844411E-03     7.658332E-10     6.349545E-01     8.984813E-02     2.542023E-14  
   1.864960E+00     2.538305E-17     2.057853E-12     5.913556E-03     7.892762E-10     6.345564E-01     8.983447E-02     2.325648E-14  
   1.866368E+00     2.339883E-17     2.104149E-12     5.984424E-03     8.147716E-10     6.341408E-01     8.982404E-02     2.135946E-14  
   1.867354E+00     2.274463E-17     2.136451E-12     6.023167E-03     8.255567E-10     6.339791E-01     8.981305E-02     2.068386E-14  
   1.867917E+00     2.204868E-17     2.155771E-12     6.052655E-03     8.367325E-10     6.338056E-01     8.980948E-02     2.002292E-14  
   1.868762E+00     2.083846E-17     2.178509E-12     6.092359E-03     8.563362E-10     6.334961E-01     8.981322E-02     1.896591E-14  
   1.869889E+00     1.963523E-17     2.212997E-12     6.145780E-03     8.800294E-10     6.331413E-01     8.981198E-02     1.787866E-14  
   1.871015E+00     1.854731E-17     2.249540E-12     6.202201E-03     9.053229E-10     6.327773E-01     8.980919E-02     1.688955E-14  
   1.872142E+00     1.754570E-17     2.282707E-12     6.254128E-03     9.312549E-10     6.324122E-01     8.980962E-02     1.601733E-14  
   1.873269E+00     1.662885E-17     2.314339E-12     6.304178E-03     9.581033E-10     6.320448E-01     8.981103E-02     1.524057E-14  
   1.874395E+00     1.578556E-17     2.345396E-12     6.350549E-03     9.854964E-10     6.316782E-01     8.981432E-02     1.455644E-14  
   1.875522E+00     1.501408E-17     2.379579E-12     6.395690E-03     1.013725E-09     6.313111E-01     8.981745E-02     1.394832E-14  
   1.876609E+00     1.434872E-17     2.412052E-12     6.438229E-03     1.041139E-09     6.309652E-01     8.981923E-02     1.343609E-14  
   1.877658E+00     1.374145E-17     2.441749E-12     6.477816E-03     1.068656E-09     6.306258E-01     8.982136E-02     1.298987E-14  
   1.878706E+00     1.318186E-17     2.470487E-12     6.516377E-03     1.096657E-09     6.302885E-01     8.982277E-02     1.259500E-14  
   1.879754E+00     1.266649E-17     2.498551E-12     6.554313E-03     1.125183E-09     6.299537E-01     8.982304E-02     1.224676E-14  
   1.881327E+00     1.183140E-17     2.534613E-12     6.611127E-03     1.176641E-09     6.293654E-01     8.982715E-02     1.175515E-14  
   1.882899E+00     1.139508E-17     2.575196E-12     6.656634E-03     1.208540E-09     6.290192E-01     8.981901E-02     1.149107E-14  
   1.883948E+00     1.101893E-17     2.599822E-12     6.690820E-03     1.238294E-09     6.287019E-01     8.981520E-02     1.130072E-14  
   1.884847E+00     1.077375E-17     2.634423E-12     6.735179E-03     1.264435E-09     6.284405E-01     8.979856E-02     1.111852E-14  
   1.885597E+00     1.054344E-17     2.655673E-12     6.764620E-03     1.287290E-09     6.282108E-01     8.979043E-02     1.100187E-14  
   1.886722E+00     1.014341E-17     2.671612E-12     6.794411E-03     1.325000E-09     6.278340E-01     8.978933E-02     1.090419E-14  
   1.888222E+00     9.745839E-18     2.695888E-12     6.831148E-03     1.368289E-09     6.274269E-01     8.978253E-02     1.083845E-14  
