Mass [Msun]          H-1               He-4            C-12             N-14              O-16             Si-28            Ni-56            
   3.175899E+00     1.066553E-11     9.164593E-01     4.681798E-02     1.444876E-08     5.753116E-03     6.802837E-04     1.000000E-99  
   3.176845E+00     1.080418E-11     9.164761E-01     4.682081E-02     1.595516E-08     5.769802E-03     6.695713E-04     1.000000E-99  
   3.177894E+00     1.096720E-11     9.164947E-01     4.682425E-02     1.781652E-08     5.788245E-03     6.578049E-04     1.000000E-99  
   3.179045E+00     1.115460E-11     9.165149E-01     4.682800E-02     2.004369E-08     5.807782E-03     6.454407E-04     1.000000E-99  
   3.180195E+00     1.135051E-11     9.165353E-01     4.683183E-02     2.251125E-08     5.826855E-03     6.334566E-04     1.000000E-99  
   3.181055E+00     1.149538E-11     9.165502E-01     4.683394E-02     2.437325E-08     5.839784E-03     6.253890E-04     1.000000E-99  
   3.181629E+00     1.159961E-11     9.165607E-01     4.683573E-02     2.580230E-08     5.848960E-03     6.196564E-04     1.000000E-99  
   3.182486E+00     1.176430E-11     9.165769E-01     4.683891E-02     2.819499E-08     5.863129E-03     6.108330E-04     1.000000E-99  
   3.183626E+00     1.198301E-11     9.165978E-01     4.684284E-02     3.151628E-08     5.880850E-03     5.999615E-04     1.000000E-99  
   3.184695E+00     1.219237E-11     9.166176E-01     4.684638E-02     3.490636E-08     5.896883E-03     5.901847E-04     1.000000E-99  
   3.185692E+00     1.239393E-11     9.166365E-01     4.684984E-02     3.840852E-08     5.911709E-03     5.812054E-04     1.000000E-99  
   3.186618E+00     1.258297E-11     9.166541E-01     4.685292E-02     4.189476E-08     5.924998E-03     5.731986E-04     1.000000E-99  
   3.187473E+00     1.276139E-11     9.166708E-01     4.685587E-02     4.541760E-08     5.937175E-03     5.658887E-04     1.000000E-99  
   3.188435E+00     1.296687E-11     9.166900E-01     4.685945E-02     4.979115E-08     5.950851E-03     5.577220E-04     1.000000E-99  
   3.189505E+00     1.319430E-11     9.167114E-01     4.686338E-02     5.500968E-08     5.965457E-03     5.490664E-04     1.000000E-99  
   3.190642E+00     1.343889E-11     9.167345E-01     4.686780E-02     6.116927E-08     5.980734E-03     5.400774E-04     1.000000E-99  
   3.191838E+00     1.369473E-11     9.167592E-01     4.687230E-02     6.826377E-08     5.996184E-03     5.310378E-04     1.000000E-99  
   3.193027E+00     1.394791E-11     9.167843E-01     4.687696E-02     7.608734E-08     6.011195E-03     5.223587E-04     1.000000E-99  
   3.193916E+00     1.412652E-11     9.168021E-01     4.687995E-02     8.193491E-08     6.021321E-03     5.165897E-04     1.000000E-99  
   3.194504E+00     1.425019E-11     9.168150E-01     4.688216E-02     8.640975E-08     6.028414E-03     5.125190E-04     1.000000E-99  
   3.195318E+00     1.442397E-11     9.168336E-01     4.688569E-02     9.328847E-08     6.038486E-03     5.067651E-04     1.000000E-99  
   3.196359E+00     1.463502E-11     9.168568E-01     4.688998E-02     1.024168E-07     6.050562E-03     4.999314E-04     1.000000E-99  
   3.197455E+00     1.485196E-11     9.168819E-01     4.689461E-02     1.130456E-07     6.063022E-03     4.929163E-04     1.000000E-99  
   3.198649E+00     1.507870E-11     9.169096E-01     4.689982E-02     1.257772E-07     6.076166E-03     4.855809E-04     1.000000E-99  
   3.199576E+00     1.523809E-11     9.169301E-01     4.690321E-02     1.356172E-07     6.085262E-03     4.805578E-04     1.000000E-99  
   3.200193E+00     1.534607E-11     9.169452E-01     4.690571E-02     1.432150E-07     6.091647E-03     4.770019E-04     1.000000E-99  
   3.201145E+00     1.551062E-11     9.169692E-01     4.691034E-02     1.564483E-07     6.101831E-03     4.713777E-04     1.000000E-99  
   3.202431E+00     1.571162E-11     9.170010E-01     4.691620E-02     1.751051E-07     6.114565E-03     4.644640E-04     1.000000E-99  
   3.203620E+00     1.587997E-11     9.170307E-01     4.692149E-02     1.939139E-07     6.125769E-03     4.584440E-04     1.000000E-99  
   3.204710E+00     1.602171E-11     9.170588E-01     4.692653E-02     2.131795E-07     6.135841E-03     4.530589E-04     1.000000E-99  
   3.205827E+00     1.615237E-11     9.170883E-01     4.693185E-02     2.349006E-07     6.145856E-03     4.477438E-04     1.000000E-99  
   3.206971E+00     1.627014E-11     9.171190E-01     4.693727E-02     2.592155E-07     6.155692E-03     4.425540E-04     1.000000E-99  
   3.208114E+00     1.637039E-11     9.171500E-01     4.694290E-02     2.859249E-07     6.165197E-03     4.375899E-04     1.000000E-99  
   3.209258E+00     1.645317E-11     9.171818E-01     4.694852E-02     3.152520E-07     6.174327E-03     4.328463E-04     1.000000E-99  
   3.210308E+00     1.651612E-11     9.172110E-01     4.695369E-02     3.441830E-07     6.182326E-03     4.287495E-04     1.000000E-99  
   3.211264E+00     1.656184E-11     9.172385E-01     4.695844E-02     3.732527E-07     6.189471E-03     4.251071E-04     1.000000E-99  
   3.212221E+00     1.659627E-11     9.172663E-01     4.696339E-02     4.046462E-07     6.196408E-03     4.216099E-04     1.000000E-99  
   3.213178E+00     1.662075E-11     9.172945E-01     4.696835E-02     4.385395E-07     6.203097E-03     4.182548E-04     1.000000E-99  
   3.214135E+00     1.663508E-11     9.173231E-01     4.697334E-02     4.751145E-07     6.209549E-03     4.150390E-04     1.000000E-99  
   3.215091E+00     1.663717E-11     9.173520E-01     4.697840E-02     5.145645E-07     6.215777E-03     4.119598E-04     1.000000E-99  
   3.216048E+00     1.663111E-11     9.173814E-01     4.698351E-02     5.570957E-07     6.221778E-03     4.090144E-04     1.000000E-99  
   3.217005E+00     1.661566E-11     9.174111E-01     4.698862E-02     6.029276E-07     6.227544E-03     4.062001E-04     1.000000E-99  
   3.218068E+00     1.658702E-11     9.174450E-01     4.699459E-02     6.590568E-07     6.233847E-03     4.031721E-04     1.000000E-99  
   3.219238E+00     1.654446E-11     9.174823E-01     4.700109E-02     7.252317E-07     6.240406E-03     4.000793E-04     1.000000E-99  
   3.220408E+00     1.649063E-11     9.175201E-01     4.700757E-02     7.975806E-07     6.246637E-03     3.971695E-04     1.000000E-99  
   3.221579E+00     1.642707E-11     9.175584E-01     4.701417E-02     8.766167E-07     6.252565E-03     3.944377E-04     1.000000E-99  
   3.222749E+00     1.635506E-11     9.175971E-01     4.702089E-02     9.628851E-07     6.258201E-03     3.918793E-04     1.000000E-99  
   3.223919E+00     1.627589E-11     9.176363E-01     4.702759E-02     1.056974E-06     6.263521E-03     3.894898E-04     1.000000E-99  
   3.225089E+00     1.619109E-11     9.176759E-01     4.703439E-02     1.159537E-06     6.268584E-03     3.872652E-04     1.000000E-99  
   3.226259E+00     1.610187E-11     9.177160E-01     4.704125E-02     1.271232E-06     6.273381E-03     3.852009E-04     1.000000E-99  
   3.227267E+00     1.602513E-11     9.177498E-01     4.704690E-02     1.371665E-06     6.277167E-03     3.836017E-04     1.000000E-99  
   3.228112E+00     1.595705E-11     9.177793E-01     4.705188E-02     1.464668E-06     6.280282E-03     3.822989E-04     1.000000E-99  
   3.228957E+00     1.588824E-11     9.178089E-01     4.705693E-02     1.563399E-06     6.283265E-03     3.810738E-04     1.000000E-99  
   3.229803E+00     1.581929E-11     9.178389E-01     4.706184E-02     1.668183E-06     6.286073E-03     3.799248E-04     1.000000E-99  
   3.231071E+00     1.571072E-11     9.178860E-01     4.707019E-02     1.847437E-06     6.290320E-03     3.782541E-04     1.000000E-99  
   3.232339E+00     1.561778E-11     9.179278E-01     4.707703E-02     2.016075E-06     6.293786E-03     3.769629E-04     1.000000E-99  
   3.233184E+00     1.555155E-11     9.179583E-01     4.708216E-02     2.148003E-06     6.296130E-03     3.761007E-04     1.000000E-99  
   3.234199E+00     1.547177E-11     9.179961E-01     4.708855E-02     2.321836E-06     6.298839E-03     3.751285E-04     1.000000E-99  
   3.235384E+00     1.538400E-11     9.180392E-01     4.709588E-02     2.534059E-06     6.301729E-03     3.741508E-04     1.000000E-99  
   3.236569E+00     1.530066E-11     9.180825E-01     4.710318E-02     2.763520E-06     6.304368E-03     3.733004E-04     1.000000E-99  
   3.237753E+00     1.522361E-11     9.181262E-01     4.711051E-02     3.011484E-06     6.306802E-03     3.725743E-04     1.000000E-99  
   3.238938E+00     1.515268E-11     9.181700E-01     4.711786E-02     3.279106E-06     6.309017E-03     3.719683E-04     1.000000E-99  
   3.240123E+00     1.508873E-11     9.182140E-01     4.712522E-02     3.567628E-06     6.311009E-03     3.714785E-04     1.000000E-99  
   3.241308E+00     1.503191E-11     9.182582E-01     4.713263E-02     3.878372E-06     6.312792E-03     3.711012E-04     1.000000E-99  
   3.242493E+00     1.498191E-11     9.183025E-01     4.714002E-02     4.212763E-06     6.314369E-03     3.708332E-04     1.000000E-99  
   3.243662E+00     1.493944E-11     9.183462E-01     4.714732E-02     4.566727E-06     6.315757E-03     3.706736E-04     1.000000E-99  
   3.244817E+00     1.490446E-11     9.183896E-01     4.715456E-02     4.942389E-06     6.316944E-03     3.706134E-04     1.000000E-99  
   3.245972E+00     1.487663E-11     9.184330E-01     4.716180E-02     5.344726E-06     6.317946E-03     3.706472E-04     1.000000E-99  
   3.247127E+00     1.485599E-11     9.184765E-01     4.716903E-02     5.775237E-06     6.318768E-03     3.707720E-04     1.000000E-99  
   3.248282E+00     1.484251E-11     9.185200E-01     4.717627E-02     6.235692E-06     6.319452E-03     3.709862E-04     1.000000E-99  
   3.249437E+00     1.483571E-11     9.185635E-01     4.718350E-02     6.727465E-06     6.319981E-03     3.712864E-04     1.000000E-99  
   3.250592E+00     1.483590E-11     9.186070E-01     4.719072E-02     7.252238E-06     6.320343E-03     3.716693E-04     1.000000E-99  
   3.251747E+00     1.484293E-11     9.186505E-01     4.719791E-02     7.811716E-06     6.320542E-03     3.721322E-04     1.000000E-99  
   3.253085E+00     1.486096E-11     9.187018E-01     4.720659E-02     8.524028E-06     6.320635E-03     3.727813E-04     1.000000E-99  
   3.254225E+00     1.487678E-11     9.187411E-01     4.721289E-02     9.098606E-06     6.320553E-03     3.733499E-04     1.000000E-99  
   3.255366E+00     1.490665E-11     9.187861E-01     4.722044E-02     9.808318E-06     6.320301E-03     3.740729E-04     1.000000E-99  
   3.256887E+00     1.495307E-11     9.188428E-01     4.722990E-02     1.076851E-05     6.319814E-03     3.750965E-04     1.000000E-99  
   3.258027E+00     1.498740E-11     9.188816E-01     4.723616E-02     1.146724E-05     6.319354E-03     3.758673E-04     1.000000E-99  
   3.258987E+00     1.502816E-11     9.189184E-01     4.724234E-02     1.217375E-05     6.318809E-03     3.766471E-04     1.000000E-99  
   3.260146E+00     1.507833E-11     9.189613E-01     4.724937E-02     1.304169E-05     6.318050E-03     3.776158E-04     1.000000E-99  
   3.261306E+00     1.513218E-11     9.190039E-01     4.725643E-02     1.396049E-05     6.317197E-03     3.786453E-04     1.000000E-99  
   3.262465E+00     1.518883E-11     9.190464E-01     4.726341E-02     1.493186E-05     6.316226E-03     3.797328E-04     1.000000E-99  
   3.263624E+00     1.524830E-11     9.190886E-01     4.727036E-02     1.595811E-05     6.315150E-03     3.808759E-04     1.000000E-99  
   3.264783E+00     1.531009E-11     9.191307E-01     4.727727E-02     1.704158E-05     6.313975E-03     3.820728E-04     1.000000E-99  
   3.265943E+00     1.537324E-11     9.191725E-01     4.728411E-02     1.818388E-05     6.312692E-03     3.833207E-04     1.000000E-99  
   3.267102E+00     1.543729E-11     9.192140E-01     4.729095E-02     1.938722E-05     6.311329E-03     3.846172E-04     1.000000E-99  
   3.268050E+00     1.548592E-11     9.192462E-01     4.729609E-02     2.036323E-05     6.310193E-03     3.856581E-04     1.000000E-99  
   3.269154E+00     1.555430E-11     9.192874E-01     4.730296E-02     2.169211E-05     6.308652E-03     3.870437E-04     1.000000E-99  
   3.270258E+00     1.560703E-11     9.193229E-01     4.730865E-02     2.288457E-05     6.307265E-03     3.882779E-04     1.000000E-99  
   3.271361E+00     1.567456E-11     9.193636E-01     4.731538E-02     2.434248E-05     6.305561E-03     3.897443E-04     1.000000E-99  
   3.272833E+00     1.575444E-11     9.194146E-01     4.732366E-02     2.628074E-05     6.303296E-03     3.916535E-04     1.000000E-99  
   3.274305E+00     1.583025E-11     9.194652E-01     4.733183E-02     2.833769E-05     6.300914E-03     3.936234E-04     1.000000E-99  
   3.275777E+00     1.590121E-11     9.195152E-01     4.733987E-02     3.051795E-05     6.298423E-03     3.956496E-04     1.000000E-99  
   3.277249E+00     1.596633E-11     9.195646E-01     4.734779E-02     3.282522E-05     6.295820E-03     3.977276E-04     1.000000E-99  
   3.278721E+00     1.602647E-11     9.196135E-01     4.735557E-02     3.526361E-05     6.293112E-03     3.998548E-04     1.000000E-99  
   3.280073E+00     1.607323E-11     9.196572E-01     4.736245E-02     3.757772E-05     6.290586E-03     4.018138E-04     1.000000E-99  
   3.281306E+00     1.611105E-11     9.196973E-01     4.736875E-02     3.982850E-05     6.288174E-03     4.036629E-04     1.000000E-99  
   3.282539E+00     1.614206E-11     9.197369E-01     4.737496E-02     4.217866E-05     6.285700E-03     4.055399E-04     1.000000E-99  
   3.283772E+00     1.616577E-11     9.197761E-01     4.738106E-02     4.463012E-05     6.283168E-03     4.074424E-04     1.000000E-99  
   3.285332E+00     1.618771E-11     9.198269E-01     4.738899E-02     4.801401E-05     6.279776E-03     4.099779E-04     1.000000E-99  
   3.286748E+00     1.618853E-11     9.198668E-01     4.739497E-02     5.081375E-05     6.277022E-03     4.120210E-04     1.000000E-99  
   3.287692E+00     1.618608E-11     9.198958E-01     4.739937E-02     5.295192E-05     6.274967E-03     4.135334E-04     1.000000E-99  
   3.288636E+00     1.617786E-11     9.199244E-01     4.740370E-02     5.515389E-05     6.272887E-03     4.150570E-04     1.000000E-99  
   3.290052E+00     1.615601E-11     9.199692E-01     4.741055E-02     5.879317E-05     6.269538E-03     4.174969E-04     1.000000E-99  
   3.291469E+00     1.611816E-11     9.200074E-01     4.741607E-02     6.202289E-05     6.266616E-03     4.196093E-04     1.000000E-99  
   3.292749E+00     1.607376E-11     9.200464E-01     4.742188E-02     6.554552E-05     6.263529E-03     4.218265E-04     1.000000E-99  
   3.293962E+00     1.602246E-11     9.200781E-01     4.742639E-02     6.852031E-05     6.260961E-03     4.236599E-04     1.000000E-99  
   3.294771E+00     1.598216E-11     9.201012E-01     4.742971E-02     7.077446E-05     6.259058E-03     4.250119E-04     1.000000E-99  
   3.295984E+00     1.591041E-11     9.201372E-01     4.743495E-02     7.446739E-05     6.256021E-03     4.271690E-04     1.000000E-99  
   3.297601E+00     1.580080E-11     9.201820E-01     4.744126E-02     7.929169E-05     6.252144E-03     4.299017E-04     1.000000E-99  
   3.299258E+00     1.566985E-11     9.202273E-01     4.744752E-02     8.447452E-05     6.248110E-03     4.327279E-04     1.000000E-99  
   3.300953E+00     1.551824E-11     9.202725E-01     4.745363E-02     8.997734E-05     6.243963E-03     4.356157E-04     1.000000E-99  
   3.302225E+00     1.540189E-11     9.203027E-01     4.745755E-02     9.382626E-05     6.241126E-03     4.375812E-04     1.000000E-99  
   3.303073E+00     1.531376E-11     9.203246E-01     4.746042E-02     9.673559E-05     6.239032E-03     4.390265E-04     1.000000E-99  
   3.304345E+00     1.516687E-11     9.203589E-01     4.746493E-02     1.014842E-04     6.235703E-03     4.413226E-04     1.000000E-99  
   3.305743E+00     1.500790E-11     9.203923E-01     4.746907E-02     1.062790E-04     6.232410E-03     4.435846E-04     1.000000E-99  
   3.306844E+00     1.487081E-11     9.204194E-01     4.747243E-02     1.103626E-04     6.229680E-03     4.454557E-04     1.000000E-99  
   3.307945E+00     1.472742E-11     9.204462E-01     4.747568E-02     1.145375E-04     6.226948E-03     4.473238E-04     1.000000E-99  
   3.309046E+00     1.457817E-11     9.204725E-01     4.747881E-02     1.188033E-04     6.224217E-03     4.491884E-04     1.000000E-99  
   3.310147E+00     1.442414E-11     9.204985E-01     4.748183E-02     1.231595E-04     6.221487E-03     4.510483E-04     1.000000E-99  
   3.311248E+00     1.426684E-11     9.205241E-01     4.748474E-02     1.276045E-04     6.218761E-03     4.529022E-04     1.000000E-99  
   3.312349E+00     1.410539E-11     9.205494E-01     4.748753E-02     1.321378E-04     6.216040E-03     4.547495E-04     1.000000E-99  
   3.313449E+00     1.393964E-11     9.205742E-01     4.749021E-02     1.367590E-04     6.213327E-03     4.565908E-04     1.000000E-99  
   3.314635E+00     1.375470E-11     9.206009E-01     4.749303E-02     1.419075E-04     6.210374E-03     4.585936E-04     1.000000E-99  
   3.315905E+00     1.355492E-11     9.206286E-01     4.749585E-02     1.474565E-04     6.207262E-03     4.607001E-04     1.000000E-99  
   3.317176E+00     1.335172E-11     9.206559E-01     4.749851E-02     1.531163E-04     6.204164E-03     4.627939E-04     1.000000E-99  
   3.318446E+00     1.314551E-11     9.206826E-01     4.750104E-02     1.588868E-04     6.201081E-03     4.648758E-04     1.000000E-99  
   3.319716E+00     1.293813E-11     9.207089E-01     4.750342E-02     1.647665E-04     6.198013E-03     4.669455E-04     1.000000E-99  
   3.320986E+00     1.272940E-11     9.207347E-01     4.750566E-02     1.707530E-04     6.194963E-03     4.690024E-04     1.000000E-99  
   3.322257E+00     1.251898E-11     9.207601E-01     4.750776E-02     1.768424E-04     6.191937E-03     4.710449E-04     1.054337E-27  
   3.323527E+00     1.230751E-11     9.207850E-01     4.750972E-02     1.830347E-04     6.188929E-03     4.730734E-04     1.118933E-27  
   3.324659E+00     1.212312E-11     9.208062E-01     4.751130E-02     1.884824E-04     6.186336E-03     4.748219E-04     1.176569E-27  
   3.326151E+00     1.185979E-11     9.208361E-01     4.751347E-02     1.964644E-04     6.182643E-03     4.773124E-04     1.231175E-27  
   3.327643E+00     1.163303E-11     9.208612E-01     4.751494E-02     2.033211E-04     6.179507E-03     4.794133E-04     1.304951E-27  
   3.328637E+00     1.146704E-11     9.208793E-01     4.751608E-02     2.084759E-04     6.177229E-03     4.809540E-04     1.360737E-27  
   3.330129E+00     1.120485E-11     9.209074E-01     4.751782E-02     2.168179E-04     6.173642E-03     4.833867E-04     1.451546E-27  
   3.331621E+00     1.098159E-11     9.209310E-01     4.751899E-02     2.239633E-04     6.170613E-03     4.854347E-04     1.530224E-27  
   3.332590E+00     1.082372E-11     9.209476E-01     4.751981E-02     2.291669E-04     6.168460E-03     4.868911E-04     1.587619E-27  
   3.333535E+00     1.067018E-11     9.209636E-01     4.752055E-02     2.343118E-04     6.166365E-03     4.883085E-04     1.644502E-27  
   3.334951E+00     1.042877E-11     9.209885E-01     4.752168E-02     2.426164E-04     6.163066E-03     4.905456E-04     1.736128E-27  
   3.336368E+00     1.022429E-11     9.210094E-01     4.752238E-02     2.497072E-04     6.160282E-03     4.924299E-04     1.814765E-27  
   3.337312E+00     1.007551E-11     9.210246E-01     4.752289E-02     2.550268E-04     6.158241E-03     4.938124E-04     1.873430E-27  
   3.338728E+00     9.842096E-12     9.210482E-01     4.752365E-02     2.636063E-04     6.155025E-03     4.959950E-04     1.967446E-27  
   3.340282E+00     9.616336E-12     9.210711E-01     4.752414E-02     2.720612E-04     6.151897E-03     4.981103E-04     2.060027E-27  
   3.341501E+00     9.433261E-12     9.210896E-01     4.752449E-02     2.791547E-04     6.149334E-03     4.998468E-04     2.136918E-27  
   3.342720E+00     9.252814E-12     9.211078E-01     4.752476E-02     2.863148E-04     6.146791E-03     5.015704E-04     2.213935E-27  
   3.343939E+00     9.075024E-12     9.211256E-01     4.752495E-02     2.935360E-04     6.144269E-03     5.032798E-04     2.291063E-27  
   3.345322E+00     8.871917E-12     9.211460E-01     4.752509E-02     3.020034E-04     6.141368E-03     5.052482E-04     2.381174E-27  
   3.346868E+00     8.654288E-12     9.211679E-01     4.752511E-02     3.113374E-04     6.138225E-03     5.073785E-04     2.479109E-27  
   3.348414E+00     8.441109E-12     9.211893E-01     4.752501E-02     3.207673E-04     6.135109E-03     5.094899E-04     2.576369E-27  
   3.349960E+00     8.232453E-12     9.212104E-01     4.752480E-02     3.302891E-04     6.132019E-03     5.115817E-04     2.672843E-27  
   3.351582E+00     8.016467E-12     9.212322E-01     4.752448E-02     3.404806E-04     6.128772E-03     5.137778E-04     2.773906E-27  
   3.353281E+00     7.797771E-12     9.212544E-01     4.752401E-02     3.511516E-04     6.125430E-03     5.160361E-04     2.877287E-27  
   3.354981E+00     7.584817E-12     9.212761E-01     4.752343E-02     3.619255E-04     6.122112E-03     5.182743E-04     2.977162E-27  
   3.356680E+00     7.377626E-12     9.212974E-01     4.752275E-02     3.728011E-04     6.118817E-03     5.204943E-04     3.077487E-27  
   3.358256E+00     7.193643E-12     9.213165E-01     4.752202E-02     3.827990E-04     6.115827E-03     5.225046E-04     3.138424E-27  
   3.359711E+00     7.025141E-12     9.213341E-01     4.752128E-02     3.922627E-04     6.113037E-03     5.243792E-04     3.221486E-27  
   3.361165E+00     6.860115E-12     9.213515E-01     4.752048E-02     4.017980E-04     6.110258E-03     5.262451E-04     3.304784E-27  
   3.362619E+00     6.699036E-12     9.213686E-01     4.751962E-02     4.114052E-04     6.107488E-03     5.281020E-04     3.387184E-27  
   3.363925E+00     6.562107E-12     9.213833E-01     4.751879E-02     4.198506E-04     6.105072E-03     5.297178E-04     3.458709E-27  
   3.365081E+00     6.440046E-12     9.213966E-01     4.751802E-02     4.275892E-04     6.102880E-03     5.311830E-04     3.523174E-27  
   3.366237E+00     6.320390E-12     9.214096E-01     4.751722E-02     4.353726E-04     6.100691E-03     5.326438E-04     3.587288E-27  
   3.367394E+00     6.203160E-12     9.214226E-01     4.751639E-02     4.431996E-04     6.098505E-03     5.341004E-04     3.651158E-27  
   3.368550E+00     6.088258E-12     9.214354E-01     4.751552E-02     4.510725E-04     6.096320E-03     5.355541E-04     3.714840E-27  
   3.369706E+00     5.975948E-12     9.214481E-01     4.751463E-02     4.589900E-04     6.094137E-03     5.370052E-04     3.778698E-27  
   3.370862E+00     5.866115E-12     9.214606E-01     4.751370E-02     4.669511E-04     6.091954E-03     5.384535E-04     3.842756E-27  
   3.372019E+00     5.758517E-12     9.214730E-01     4.751275E-02     4.749594E-04     6.089770E-03     5.399007E-04     3.906973E-27  
   3.373392E+00     5.629676E-12     9.214880E-01     4.751157E-02     4.848412E-04     6.087097E-03     5.416707E-04     3.986012E-27  
   3.374981E+00     5.488808E-12     9.215047E-01     4.751017E-02     4.959996E-04     6.084091E-03     5.436569E-04     4.077053E-27  
   3.376570E+00     5.351666E-12     9.215212E-01     4.750872E-02     5.072437E-04     6.081083E-03     5.456431E-04     4.170881E-27  
   3.377762E+00     5.261991E-12     9.215323E-01     4.750768E-02     5.148121E-04     6.079056E-03     5.469785E-04     4.235858E-27  
   3.378556E+00     5.196214E-12     9.215403E-01     4.750693E-02     5.204950E-04     6.077551E-03     5.479718E-04     4.284301E-27  
   3.379668E+00     5.100659E-12     9.215522E-01     4.750584E-02     5.289403E-04     6.075331E-03     5.494382E-04     4.356538E-27  
   3.381097E+00     4.987152E-12     9.215665E-01     4.750443E-02     5.392691E-04     6.072615E-03     5.512254E-04     4.447094E-27  
   3.382525E+00     4.876655E-12     9.215807E-01     4.750299E-02     5.496674E-04     6.069895E-03     5.530143E-04     4.540180E-27  
   3.383954E+00     4.769146E-12     9.215947E-01     4.750151E-02     5.601333E-04     6.067169E-03     5.548048E-04     4.636071E-27  
   3.385382E+00     4.664579E-12     9.216087E-01     4.749997E-02     5.706685E-04     6.064431E-03     5.565974E-04     4.735100E-27  
   3.386811E+00     4.562907E-12     9.216225E-01     4.749842E-02     5.812693E-04     6.061693E-03     5.583924E-04     4.837486E-27  
   3.388239E+00     4.464017E-12     9.216362E-01     4.749688E-02     5.919348E-04     6.058956E-03     5.601903E-04     4.943831E-27  
   3.389668E+00     4.367630E-12     9.216497E-01     4.749531E-02     6.026675E-04     6.056213E-03     5.619933E-04     5.055657E-27  
   3.390921E+00     4.288329E-12     9.216612E-01     4.749394E-02     6.117999E-04     6.053883E-03     5.635233E-04     5.154218E-27  
   3.391998E+00     4.219172E-12     9.216712E-01     4.749272E-02     6.199751E-04     6.051809E-03     5.648865E-04     5.244404E-27  
   3.393613E+00     4.111277E-12     9.216871E-01     4.749081E-02     6.331439E-04     6.048497E-03     5.670692E-04     5.393389E-27  
   3.395229E+00     4.025122E-12     9.217005E-01     4.748907E-02     6.441694E-04     6.045705E-03     5.689009E-04     5.526597E-27  
   3.396306E+00     3.961958E-12     9.217103E-01     4.748781E-02     6.524816E-04     6.043621E-03     5.702716E-04     5.629112E-27  
   3.397921E+00     3.863537E-12     9.217259E-01     4.748582E-02     6.658674E-04     6.040294E-03     5.724671E-04     5.799514E-27  
   3.399463E+00     3.793284E-12     9.217377E-01     4.748418E-02     6.759452E-04     6.037765E-03     5.741284E-04     5.937717E-27  
   3.400393E+00     3.743465E-12     9.217460E-01     4.748305E-02     6.832259E-04     6.035961E-03     5.753176E-04     6.038132E-27  
   3.401788E+00     3.665439E-12     9.217591E-01     4.748128E-02     6.949403E-04     6.033078E-03     5.772237E-04     6.205146E-27  
   3.403648E+00     3.572258E-12     9.217756E-01     4.747897E-02     7.096485E-04     6.029459E-03     5.796135E-04     6.427473E-27  
   3.405508E+00     3.483124E-12     9.217918E-01     4.747663E-02     7.244351E-04     6.025839E-03     5.820063E-04     6.663113E-27  
   3.407247E+00     3.404897E-12     9.218066E-01     4.747444E-02     7.380794E-04     6.022513E-03     5.842067E-04     6.890093E-27  
   3.408865E+00     3.333841E-12     9.218205E-01     4.747237E-02     7.510342E-04     6.019375E-03     5.862873E-04     7.117934E-27  
   3.411291E+00     3.225115E-12     9.218423E-01     4.746910E-02     7.719018E-04     6.014373E-03     5.896182E-04     7.475472E-27  
   3.414192E+00     3.116385E-12     9.218659E-01     4.746536E-02     7.946097E-04     6.008937E-03     5.932360E-04     7.937452E-27  
   3.418544E+00     2.948918E-12     9.219042E-01     4.745924E-02     8.329991E-04     5.999913E-03     5.992932E-04     8.801940E-27  
   3.424484E+00     2.774767E-12     9.219510E-01     4.745122E-02     8.807371E-04     5.988799E-03     6.067746E-04     1.008325E-26  
   3.434327E+00     2.523068E-12     9.220320E-01     4.743691E-02     9.681231E-04     5.969084E-03     6.202695E-04     1.309376E-26  
   3.445809E+00     2.370037E-12     9.221073E-01     4.742250E-02     1.052032E-03     5.950620E-03     6.330718E-04     1.716274E-26  
   3.456393E+00     2.276759E-12     9.221781E-01     4.740884E-02     1.134895E-03     5.933035E-03     6.455296E-04     2.269460E-26  
   3.470573E+00     2.245432E-12     9.222632E-01     4.739242E-02     1.238474E-03     5.911804E-03     6.609230E-04     3.280409E-26  
   3.484210E+00     2.293480E-12     9.223291E-01     4.737962E-02     1.319827E-03     5.895532E-03     6.729003E-04     4.471699E-26  
   3.496047E+00     2.369987E-12     9.223834E-01     4.736981E-02     1.388914E-03     5.882099E-03     6.830162E-04     5.891598E-26  
   3.505899E+00     2.464768E-12     9.224200E-01     4.736322E-02     1.434832E-03     5.873223E-03     6.897181E-04     7.151316E-26  
   3.515391E+00     2.576495E-12     9.224568E-01     4.735743E-02     1.482484E-03     5.864215E-03     6.966719E-04     8.786631E-26  
   3.528419E+00     2.773178E-12     9.224995E-01     4.735138E-02     1.537860E-03     5.853845E-03     7.047651E-04     1.129804E-25  
   3.541298E+00     3.016278E-12     9.225343E-01     4.734685E-02     1.582329E-03     5.845529E-03     7.112678E-04     1.394730E-25  
   3.554265E+00     3.312312E-12     9.225658E-01     4.734355E-02     1.622762E-03     5.838060E-03     7.171892E-04     1.689084E-25  
   3.568362E+00     3.666962E-12     9.225938E-01     4.734100E-02     1.658192E-03     5.831519E-03     7.223748E-04     1.983214E-25  
   3.582263E+00     4.055324E-12     9.226172E-01     4.733925E-02     1.687367E-03     5.826139E-03     7.266460E-04     2.221106E-25  
   3.596342E+00     4.487816E-12     9.226373E-01     4.733800E-02     1.711833E-03     5.821620E-03     7.302244E-04     2.370788E-25  
